State,Year,Month,tavg,pcp
California,2014,August,74.9,0.45
California,2014,July,78.4,0.22
California,2014,June,71.9,0.06
California,2014,May,64.6,0.35
California,2014,April,57.7,1.06
California,2014,March,53.5,3.28
California,2014,February,49.8,4.02
California,2014,January,50.1,0.54
California,2013,December,44.1,0.44
California,2013,November,51.9,0.99
California,2013,October,58.5,0.26
California,2013,September,69.3,0.77
California,2013,August,74.4,0.38
California,2013,July,78.0,0.28
California,2013,June,72.4,0.38
California,2013,May,63.8,0.62
California,2013,April,58.2,0.71
California,2013,March,53.8,1.33
California,2013,February,45.3,0.58
California,2013,January,42.1,1.19
California,2012,December,43.0,6.15
California,2012,November,52.5,3.57
California,2012,October,62.2,0.99
California,2012,September,73.1,0.1
California,2012,August,77.8,0.3
California,2012,July,74.7,0.26
California,2012,June,69.3,0.32
California,2012,May,63.9,0.2
California,2012,April,55.8,2.48
California,2012,March,48.8,4.74
California,2012,February,46.5,1.22
California,2012,January,46.5,3.12
California,2011,December,42.8,0.47
California,2011,November,48.2,1.69
California,2011,October,61.4,1.54
California,2011,September,72.2,0.28
California,2011,August,75.2,0.1
California,2011,July,74.2,0.22
California,2011,June,66.9,0.92
California,2011,May,57.6,1.44
California,2011,April,53.4,1.1
California,2011,March,48.7,6.41
California,2011,February,43.4,3.34
California,2011,January,45.2,1.28
California,2010,December,45.8,8.13
California,2010,November,48.6,2.6
California,2010,October,60.5,3.0
California,2010,September,70.4,0.16
California,2010,August,73.4,0.1
California,2010,July,76.1,0.07
California,2010,June,69.1,0.26
California,2010,May,56.9,1.07
California,2010,April,50.9,3.47
California,2010,March,49.0,2.19
California,2010,February,46.8,3.65
California,2010,January,45.2,6.48
California,2009,December,41.8,3.15
California,2009,November,50.9,0.99
California,2009,October,58.1,2.07
California,2009,September,73.0,0.09
California,2009,August,74.8,0.12
California,2009,July,77.6,0.05
California,2009,June,67.5,0.6
California,2009,May,66.7,1.24
California,2009,April,54.3,0.57
California,2009,March,49.2,2.26
California,2009,February,45.2,4.64
California,2009,January,46.9,1.27
California,2018,December,44.8,2.38
California,2018,November,52.6,2.81
California,2018,October,60.9,0.7
California,2018,September,71.1,0.06
California,2018,August,76.4,0.04
California,2018,July,79.6,0.22
California,2018,June,71.4,0.07
California,2018,May,63.0,0.66
California,2018,April,57.2,2.13
California,2018,March,49.0,5.12
California,2018,February,46.6,0.57
California,2018,January,48.9,3.33
California,2017,December,47.5,0.3
California,2017,November,53.4,2.98
California,2017,October,62.0,0.34
California,2017,September,69.8,0.43
California,2017,August,77.9,0.27
California,2017,July,78.8,0.09
California,2017,June,72.8,0.26
California,2017,May,63.4,0.43
California,2017,April,55.6,2.76
California,2017,March,53.4,2.45
California,2017,February,47.3,7.94
California,2017,January,42.2,9.92
California,2016,December,43.4,4.49
California,2016,November,52.8,2.16
California,2016,October,60.5,3.82
California,2016,September,69.5,0.1
California,2016,August,76.2,0.06
California,2016,July,76.8,0.06
California,2016,June,73.5,0.27
California,2016,May,62.2,0.77
California,2016,April,57.9,1.52
California,2016,March,52.5,4.88
California,2016,February,51.8,1.21
California,2016,January,44.5,6.39
California,2015,December,42.3,4.69
California,2015,November,47.6,1.87
California,2015,October,65.0,0.9
California,2015,September,72.1,0.33
California,2015,August,76.5,0.08
California,2015,July,75.0,0.66
California,2015,June,74.4,0.23
California,2015,May,60.8,0.93
California,2015,April,56.7,1.06
California,2015,March,56.9,0.78
California,2015,February,53.2,2.86
California,2015,January,48.6,0.65
California,2014,December,46.8,6.3
California,2014,November,53.1,1.84
California,2014,October,64.4,1.06
California,2014,September,72.2,0.72
California,2014,August,74.9,0.45
California,2014,July,78.4,0.22
California,2014,June,71.9,0.06
California,2014,May,64.6,0.35
California,2014,April,57.7,1.06
California,2014,March,53.5,3.28
California,2014,February,49.8,4.02
California,2014,January,50.1,0.54
California,2013,December,44.1,0.44
California,2013,November,51.9,0.99
California,2013,October,58.5,0.26
California,2013,September,69.3,0.77
California,2013,August,74.4,0.38
California,2013,July,78.0,0.28
California,2013,June,72.4,0.38
California,2013,May,63.8,0.62
California,2013,April,58.2,0.71
California,2013,March,53.8,1.33
California,2013,February,45.3,0.58
California,2013,January,42.1,1.19
California,2012,December,43.0,6.15
California,2012,November,52.5,3.57
California,2012,October,62.2,0.99
California,2012,September,73.1,0.1
California,2012,August,77.8,0.3
California,2012,July,74.7,0.26
California,2012,June,69.3,0.32
California,2012,May,63.9,0.2
California,2012,April,55.8,2.48
California,2012,March,48.8,4.74
California,2012,February,46.5,1.22
California,2012,January,46.5,3.12
California,2011,December,42.8,0.47
California,2011,November,48.2,1.69
California,2011,October,61.4,1.54
California,2011,September,72.2,0.28
California,2011,August,75.2,0.1
California,2011,July,74.2,0.22
California,2011,June,66.9,0.92
California,2011,May,57.6,1.44
California,2011,April,53.4,1.1
California,2011,March,48.7,6.41
California,2011,February,43.4,3.34
California,2011,January,45.2,1.28
California,2010,December,45.8,8.13
California,2010,November,48.6,2.6
California,2010,October,60.5,3.0
California,2010,September,70.4,0.16
California,2010,August,73.4,0.1
California,2010,July,76.1,0.07
California,2010,June,69.1,0.26
California,2010,May,56.9,1.07
California,2010,April,50.9,3.47
California,2010,March,49.0,2.19
California,2010,February,46.8,3.65
California,2010,January,45.2,6.48
California,2009,December,41.8,3.15
California,2009,November,50.9,0.99
California,2009,October,58.1,2.07
California,2009,September,73.0,0.09
California,2009,August,74.8,0.12
California,2009,July,77.6,0.05
California,2009,June,67.5,0.6
California,2009,May,66.7,1.24
California,2009,April,54.3,0.57
California,2009,March,49.2,2.26
California,2009,February,45.2,4.64
California,2009,January,46.9,1.27
Colorado,2018,December,26.6,0.75
Colorado,2018,November,32.5,0.87
Colorado,2018,October,45.0,2.39
Colorado,2018,September,61.9,0.66
Colorado,2018,August,66.2,1.45
Colorado,2018,July,70.0,2.11
Colorado,2018,June,66.5,0.98
Colorado,2018,May,57.2,1.54
Colorado,2018,April,44.0,1.37
Colorado,2018,March,37.8,0.9
Colorado,2018,February,28.6,1.13
Colorado,2018,January,29.7,0.81
Colorado,2017,December,30.1,0.4
Colorado,2017,November,41.3,0.52
Colorado,2017,October,46.7,0.93
Colorado,2017,September,59.1,1.98
Colorado,2017,August,64.7,1.87
Colorado,2017,July,69.4,3.05
Colorado,2017,June,64.8,0.69
Colorado,2017,May,51.5,2.82
Colorado,2017,April,44.3,2.17
Colorado,2017,March,42.5,1.19
Colorado,2017,February,35.4,1.0
Colorado,2017,January,25.3,2.29
Colorado,2016,December,25.2,1.65
Colorado,2016,November,40.2,0.92
Colorado,2016,October,51.8,0.49
Colorado,2016,September,59.7,1.0
Colorado,2016,August,64.5,2.07
Colorado,2016,July,69.2,1.64
Colorado,2016,June,66.4,1.35
Colorado,2016,May,50.8,2.07
Colorado,2016,April,43.7,2.74
Colorado,2016,March,37.9,1.28
Colorado,2016,February,32.4,0.85
Colorado,2016,January,25.6,1.02
Colorado,2015,December,25.8,1.47
Colorado,2015,November,34.6,1.69
Colorado,2015,October,51.4,1.82
Colorado,2015,September,62.6,0.76
Colorado,2015,August,66.9,1.67
Colorado,2015,July,66.6,2.37
Colorado,2015,June,64.9,1.91
Colorado,2015,May,49.8,5.3
Colorado,2015,April,44.8,1.88
Colorado,2015,March,40.6,0.86
Colorado,2015,February,32.1,1.35
Colorado,2015,January,29.2,0.65
Colorado,2014,December,27.9,1.31
Colorado,2014,November,33.4,1.12
Colorado,2014,October,49.9,1.08
Colorado,2014,September,60.0,2.08
Colorado,2014,August,64.6,2.59
Colorado,2014,July,68.4,2.76
Colorado,2014,June,62.5,1.19
Colorado,2014,May,52.4,2.15
Colorado,2014,April,43.3,1.35
Colorado,2014,March,36.3,1.15
Colorado,2014,February,27.6,1.18
Colorado,2014,January,26.4,1.18
Colorado,2013,December,23.7,0.82
Colorado,2013,November,35.2,1.15
Colorado,2013,October,44.2,1.51
Colorado,2013,September,60.7,3.88
Colorado,2013,August,67.0,2.24
Colorado,2013,July,68.5,2.44
Colorado,2013,June,65.6,0.66
Colorado,2013,May,52.8,1.55
Colorado,2013,April,39.8,1.67
Colorado,2013,March,35.0,1.07
Colorado,2013,February,25.7,0.89
Colorado,2013,January,22.9,0.91
Colorado,2012,December,25.9,1.31
Colorado,2012,November,39.4,0.44
Colorado,2012,October,46.5,0.72
Colorado,2012,September,59.5,1.29
Colorado,2012,August,67.7,1.07
Colorado,2012,July,70.6,2.27
Colorado,2012,June,67.9,0.42
Colorado,2012,May,55.4,0.91
Colorado,2012,April,48.2,1.38
Colorado,2012,March,41.9,0.45
Colorado,2012,February,27.4,1.36
Colorado,2012,January,29.4,0.69
Colorado,2011,December,24.4,0.91
Colorado,2011,November,34.9,0.99
Colorado,2011,October,47.1,1.66
Colorado,2011,September,58.5,1.27
Colorado,2011,August,69.2,1.6
Colorado,2011,July,70.0,2.54
Colorado,2011,June,62.9,0.94
Colorado,2011,May,49.3,2.57
Colorado,2011,April,43.0,2.1
Colorado,2011,March,37.7,1.16
Colorado,2011,February,24.2,1.17
Colorado,2011,January,24.0,0.71
Colorado,2010,December,31.1,1.65
Colorado,2010,November,33.6,0.95
Colorado,2010,October,49.2,1.41
Colorado,2010,September,61.2,0.73
Colorado,2010,August,66.5,2.34
Colorado,2010,July,68.6,2.46
Colorado,2010,June,64.0,1.35
Colorado,2010,May,50.1,1.34
Colorado,2010,April,43.6,2.13
Colorado,2010,March,35.2,1.74
Colorado,2010,February,24.6,1.21
Colorado,2010,January,26.1,0.88
Colorado,2009,December,20.4,1.3
Colorado,2009,November,37.8,0.61
Colorado,2009,October,40.8,2.1
Colorado,2009,September,57.6,1.46
Colorado,2009,August,64.8,1.18
Colorado,2009,July,66.9,2.31
Colorado,2009,June,59.8,2.64
Colorado,2009,May,54.5,1.94
Colorado,2009,April,42.0,2.36
Colorado,2009,March,37.1,1.13
Colorado,2009,February,32.2,0.78
Colorado,2009,January,28.3,0.98
Colorado,2018,December,26.6,0.75
Colorado,2018,November,32.5,0.87
Colorado,2018,October,45.0,2.39
Colorado,2018,September,61.9,0.66
Colorado,2018,August,66.2,1.45
Colorado,2018,July,70.0,2.11
Colorado,2018,June,66.5,0.98
Colorado,2018,May,57.2,1.54
Colorado,2018,April,44.0,1.37
Colorado,2018,March,37.8,0.9
Colorado,2018,February,28.6,1.13
Colorado,2018,January,29.7,0.81
Colorado,2017,December,30.1,0.4
Colorado,2017,November,41.3,0.52
Colorado,2017,October,46.7,0.93
Colorado,2017,September,59.1,1.98
Colorado,2017,August,64.7,1.87
Colorado,2017,July,69.4,3.05
Colorado,2017,June,64.8,0.69
Colorado,2017,May,51.5,2.82
Colorado,2017,April,44.3,2.17
Colorado,2017,March,42.5,1.19
Colorado,2017,February,35.4,1.0
Colorado,2017,January,25.3,2.29
Colorado,2016,December,25.2,1.65
Colorado,2016,November,40.2,0.92
Colorado,2016,October,51.8,0.49
Colorado,2016,September,59.7,1.0
Colorado,2016,August,64.5,2.07
Colorado,2016,July,69.2,1.64
Colorado,2016,June,66.4,1.35
Colorado,2016,May,50.8,2.07
Colorado,2016,April,43.7,2.74
Colorado,2016,March,37.9,1.28
Colorado,2016,February,32.4,0.85
Colorado,2016,January,25.6,1.02
Colorado,2015,December,25.8,1.47
Colorado,2015,November,34.6,1.69
Colorado,2015,October,51.4,1.82
Colorado,2015,September,62.6,0.76
Colorado,2015,August,66.9,1.67
Colorado,2015,July,66.6,2.37
Colorado,2015,June,64.9,1.91
Colorado,2015,May,49.8,5.3
Colorado,2015,April,44.8,1.88
Colorado,2015,March,40.6,0.86
Colorado,2015,February,32.1,1.35
Colorado,2015,January,29.2,0.65
Colorado,2014,December,27.9,1.31
Colorado,2014,November,33.4,1.12
Colorado,2014,October,49.9,1.08
Colorado,2014,September,60.0,2.08
Colorado,2014,August,64.6,2.59
Colorado,2014,July,68.4,2.76
Colorado,2014,June,62.5,1.19
Colorado,2014,May,52.4,2.15
Colorado,2014,April,43.3,1.35
Colorado,2014,March,36.3,1.15
Colorado,2014,February,27.6,1.18
Colorado,2014,January,26.4,1.18
Colorado,2013,December,23.7,0.82
Colorado,2013,November,35.2,1.15
Colorado,2013,October,44.2,1.51
Colorado,2013,September,60.7,3.88
Colorado,2013,August,67.0,2.24
Colorado,2013,July,68.5,2.44
Colorado,2013,June,65.6,0.66
Colorado,2013,May,52.8,1.55
Colorado,2013,April,39.8,1.67
Colorado,2013,March,35.0,1.07
Colorado,2013,February,25.7,0.89
Colorado,2013,January,22.9,0.91
Colorado,2012,December,25.9,1.31
Colorado,2012,November,39.4,0.44
Colorado,2012,October,46.5,0.72
Colorado,2012,September,59.5,1.29
Colorado,2012,August,67.7,1.07
Colorado,2012,July,70.6,2.27
Colorado,2012,June,67.9,0.42
Colorado,2012,May,55.4,0.91
Colorado,2012,April,48.2,1.38
Colorado,2012,March,41.9,0.45
Colorado,2012,February,27.4,1.36
Colorado,2012,January,29.4,0.69
Colorado,2011,December,24.4,0.91
Colorado,2011,November,34.9,0.99
Colorado,2011,October,47.1,1.66
Colorado,2011,September,58.5,1.27
Colorado,2011,August,69.2,1.6
Colorado,2011,July,70.0,2.54
Colorado,2011,June,62.9,0.94
Colorado,2011,May,49.3,2.57
Colorado,2011,April,43.0,2.1
Colorado,2011,March,37.7,1.16
Colorado,2011,February,24.2,1.17
Colorado,2011,January,24.0,0.71
Colorado,2010,December,31.1,1.65
Colorado,2010,November,33.6,0.95
Colorado,2010,October,49.2,1.41
Colorado,2010,September,61.2,0.73
Colorado,2010,August,66.5,2.34
Colorado,2010,July,68.6,2.46
Colorado,2010,June,64.0,1.35
Colorado,2010,May,50.1,1.34
Colorado,2010,April,43.6,2.13
Colorado,2010,March,35.2,1.74
Colorado,2010,February,24.6,1.21
Colorado,2010,January,26.1,0.88
Colorado,2009,December,20.4,1.3
Colorado,2009,November,37.8,0.61
Colorado,2009,October,40.8,2.1
Colorado,2009,September,57.6,1.46
Colorado,2009,August,64.8,1.18
Colorado,2009,July,66.9,2.31
Colorado,2009,June,59.8,2.64
Colorado,2009,May,54.5,1.94
Colorado,2009,April,42.0,2.36
Colorado,2009,March,37.1,1.13
Colorado,2009,February,32.2,0.78
Colorado,2009,January,28.3,0.98
Connecticut,2018,December,33.8,5.06
Connecticut,2018,November,39.1,8.09
Connecticut,2018,October,52.3,4.99
Connecticut,2018,September,66.1,8.56
Connecticut,2018,August,74.3,5.68
Connecticut,2018,July,74.0,5.32
Connecticut,2018,June,66.4,3.79
Connecticut,2018,May,62.2,2.67
Connecticut,2018,April,43.4,5.39
Connecticut,2018,March,36.4,3.47
Connecticut,2018,February,35.7,5.28
Connecticut,2018,January,25.4,3.86
Connecticut,2017,December,28.7,2.29
Connecticut,2017,November,41.0,1.62
Connecticut,2017,October,58.6,8.26
Connecticut,2017,September,66.0,2.3
Connecticut,2017,August,69.1,2.62
Connecticut,2017,July,71.5,4.38
Connecticut,2017,June,67.0,3.54
Connecticut,2017,May,56.7,5.35
Connecticut,2017,April,51.8,4.71
Connecticut,2017,March,33.4,3.33
Connecticut,2017,February,34.6,2.14
Connecticut,2017,January,32.7,3.56
Connecticut,2016,December,32.6,3.46
Connecticut,2016,November,43.5,3.24
Connecticut,2016,October,53.5,3.88
Connecticut,2016,September,66.2,1.92
Connecticut,2016,August,73.9,3.7
Connecticut,2016,July,74.1,3.32
Connecticut,2016,June,67.4,1.78
Connecticut,2016,May,58.4,3.33
Connecticut,2016,April,46.8,2.86
Connecticut,2016,March,43.2,2.16
Connecticut,2016,February,32.0,4.94
Connecticut,2016,January,29.7,2.14
Connecticut,2015,December,43.5,4.14
Connecticut,2015,November,46.1,2.23
Connecticut,2015,October,51.4,3.31
Connecticut,2015,September,67.8,3.62
Connecticut,2015,August,72.0,2.14
Connecticut,2015,July,72.2,2.81
Connecticut,2015,June,65.3,6.35
Connecticut,2015,May,62.7,1.21
Connecticut,2015,April,47.0,2.74
Connecticut,2015,March,31.0,3.05
Connecticut,2015,February,15.8,2.01
Connecticut,2015,January,23.3,3.47
Connecticut,2014,December,35.4,4.88
Connecticut,2014,November,39.7,4.16
Connecticut,2014,October,54.1,4.67
Connecticut,2014,September,63.6,1.39
Connecticut,2014,August,68.4,3.05
Connecticut,2014,July,71.9,4.84
Connecticut,2014,June,66.8,2.41
Connecticut,2014,May,58.3,4.79
Connecticut,2014,April,46.7,4.38
Connecticut,2014,March,30.6,4.22
Connecticut,2014,February,25.0,3.42
Connecticut,2014,January,23.6,2.8
Connecticut,2013,December,31.0,3.65
Connecticut,2013,November,39.8,3.7
Connecticut,2013,October,53.4,1.36
Connecticut,2013,September,61.4,2.84
Connecticut,2013,August,68.7,3.92
Connecticut,2013,July,75.9,3.67
Connecticut,2013,June,67.7,10.6
Connecticut,2013,May,58.2,4.47
Connecticut,2013,April,47.3,1.49
Connecticut,2013,March,36.0,2.35
Connecticut,2013,February,29.2,3.62
Connecticut,2013,January,28.8,1.72
Connecticut,2012,December,35.9,4.7
Connecticut,2012,November,39.4,0.8
Connecticut,2012,October,54.7,4.36
Connecticut,2012,September,63.3,5.41
Connecticut,2012,August,72.0,3.85
Connecticut,2012,July,74.1,3.78
Connecticut,2012,June,66.4,4.3
Connecticut,2012,May,61.6,3.94
Connecticut,2012,April,49.7,3.0
Connecticut,2012,March,45.8,1.3
Connecticut,2012,February,35.0,1.09
Connecticut,2012,January,31.7,2.86
Connecticut,2011,December,36.9,4.53
Connecticut,2011,November,45.9,3.57
Connecticut,2011,October,53.4,5.6
Connecticut,2011,September,66.4,7.78
Connecticut,2011,August,70.8,11.56
Connecticut,2011,July,74.1,2.17
Connecticut,2011,June,66.9,6.15
Connecticut,2011,May,59.7,4.87
Connecticut,2011,April,48.9,5.52
Connecticut,2011,March,37.0,4.74
Connecticut,2011,February,27.1,3.84
Connecticut,2011,January,23.2,3.36
Connecticut,2010,December,28.2,4.56
Connecticut,2010,November,41.9,3.38
Connecticut,2010,October,52.8,5.47
Connecticut,2010,September,65.6,2.62
Connecticut,2010,August,71.0,3.58
Connecticut,2010,July,75.1,3.53
Connecticut,2010,June,68.9,3.36
Connecticut,2010,May,60.9,2.94
Connecticut,2010,April,52.0,1.7
Connecticut,2010,March,43.0,9.95
Connecticut,2010,February,29.8,4.51
Connecticut,2010,January,27.0,2.94
Connecticut,2009,December,30.1,5.49
Connecticut,2009,November,46.0,2.74
Connecticut,2009,October,49.5,6.08
Connecticut,2009,September,61.0,1.98
Connecticut,2009,August,71.7,3.76
Connecticut,2009,July,68.7,8.82
Connecticut,2009,June,64.0,6.94
Connecticut,2009,May,57.8,3.91
Connecticut,2009,April,49.3,3.95
Connecticut,2009,March,36.8,2.35
Connecticut,2009,February,30.2,1.48
Connecticut,2009,January,21.0,3.0
Connecticut,2018,December,33.8,5.06
Connecticut,2018,November,39.1,8.09
Connecticut,2018,October,52.3,4.99
Connecticut,2018,September,66.1,8.56
Connecticut,2018,August,74.3,5.68
Connecticut,2018,July,74.0,5.32
Connecticut,2018,June,66.4,3.79
Connecticut,2018,May,62.2,2.67
Connecticut,2018,April,43.4,5.39
Connecticut,2018,March,36.4,3.47
Connecticut,2018,February,35.7,5.28
Connecticut,2018,January,25.4,3.86
Connecticut,2017,December,28.7,2.29
Connecticut,2017,November,41.0,1.62
Connecticut,2017,October,58.6,8.26
Connecticut,2017,September,66.0,2.3
Connecticut,2017,August,69.1,2.62
Connecticut,2017,July,71.5,4.38
Connecticut,2017,June,67.0,3.54
Connecticut,2017,May,56.7,5.35
Connecticut,2017,April,51.8,4.71
Connecticut,2017,March,33.4,3.33
Connecticut,2017,February,34.6,2.14
Connecticut,2017,January,32.7,3.56
Connecticut,2016,December,32.6,3.46
Connecticut,2016,November,43.5,3.24
Connecticut,2016,October,53.5,3.88
Connecticut,2016,September,66.2,1.92
Connecticut,2016,August,73.9,3.7
Connecticut,2016,July,74.1,3.32
Connecticut,2016,June,67.4,1.78
Connecticut,2016,May,58.4,3.33
Connecticut,2016,April,46.8,2.86
Connecticut,2016,March,43.2,2.16
Connecticut,2016,February,32.0,4.94
Connecticut,2016,January,29.7,2.14
Connecticut,2015,December,43.5,4.14
Connecticut,2015,November,46.1,2.23
Connecticut,2015,October,51.4,3.31
Connecticut,2015,September,67.8,3.62
Connecticut,2015,August,72.0,2.14
Connecticut,2015,July,72.2,2.81
Connecticut,2015,June,65.3,6.35
Connecticut,2015,May,62.7,1.21
Connecticut,2015,April,47.0,2.74
Connecticut,2015,March,31.0,3.05
Connecticut,2015,February,15.8,2.01
Connecticut,2015,January,23.3,3.47
Connecticut,2014,December,35.4,4.88
Connecticut,2014,November,39.7,4.16
Connecticut,2014,October,54.1,4.67
Connecticut,2014,September,63.6,1.39
Connecticut,2014,August,68.4,3.05
Connecticut,2014,July,71.9,4.84
Connecticut,2014,June,66.8,2.41
Connecticut,2014,May,58.3,4.79
Connecticut,2014,April,46.7,4.38
Connecticut,2014,March,30.6,4.22
Connecticut,2014,February,25.0,3.42
Connecticut,2014,January,23.6,2.8
Connecticut,2013,December,31.0,3.65
Connecticut,2013,November,39.8,3.7
Connecticut,2013,October,53.4,1.36
Connecticut,2013,September,61.4,2.84
Connecticut,2013,August,68.7,3.92
Connecticut,2013,July,75.9,3.67
Connecticut,2013,June,67.7,10.6
Connecticut,2013,May,58.2,4.47
Connecticut,2013,April,47.3,1.49
Connecticut,2013,March,36.0,2.35
Connecticut,2013,February,29.2,3.62
Connecticut,2013,January,28.8,1.72
Connecticut,2012,December,35.9,4.7
Connecticut,2012,November,39.4,0.8
Connecticut,2012,October,54.7,4.36
Connecticut,2012,September,63.3,5.41
Connecticut,2012,August,72.0,3.85
Connecticut,2012,July,74.1,3.78
Connecticut,2012,June,66.4,4.3
Connecticut,2012,May,61.6,3.94
Connecticut,2012,April,49.7,3.0
Connecticut,2012,March,45.8,1.3
Connecticut,2012,February,35.0,1.09
Connecticut,2012,January,31.7,2.86
Connecticut,2011,December,36.9,4.53
Connecticut,2011,November,45.9,3.57
Connecticut,2011,October,53.4,5.6
Connecticut,2011,September,66.4,7.78
Connecticut,2011,August,70.8,11.56
Connecticut,2011,July,74.1,2.17
Connecticut,2011,June,66.9,6.15
Connecticut,2011,May,59.7,4.87
Connecticut,2011,April,48.9,5.52
Connecticut,2011,March,37.0,4.74
Connecticut,2011,February,27.1,3.84
Connecticut,2011,January,23.2,3.36
Connecticut,2010,December,28.2,4.56
Connecticut,2010,November,41.9,3.38
Connecticut,2010,October,52.8,5.47
Connecticut,2010,September,65.6,2.62
Connecticut,2010,August,71.0,3.58
Connecticut,2010,July,75.1,3.53
Connecticut,2010,June,68.9,3.36
Connecticut,2010,May,60.9,2.94
Connecticut,2010,April,52.0,1.7
Connecticut,2010,March,43.0,9.95
